id,tweet_url,published_at,username,content,likes,retweet_count,reply_count,quote_count,views_count,bookmarks_count,media_0_type,media_0_url,is_retweeted,is_quoted
177519,https://twitter.com/MedGlobalOrg/status/1739662636252282901,2023-12-26 15:01:08+00,MedGlobalOrg,MedGlobal has been working tirelessly to provide access to healthcare to Syrians; join our mission and make your year-end impact today.    Make a Life-Saving Year-End Difference: https://t.co/LT52XpUIXx https://t.co/E5JedhvmMU,3,1,1,0,805,0,photo,https://pbs.twimg.com/media/GCSF8ufWAAA_YZf.jpg,f,f
177520,https://twitter.com/MedGlobalOrg/status/1739270134651392240,2023-12-25 13:01:28+00,MedGlobalOrg,"🎄 Warmest wishes for the holiday season! Thank you, supporters, for your unwavering commitment. Let's fill these holidays with love, laughter, and a spirit of giving. Cheers to a bright New Year! 🌟 https://t.co/SCZYTYwEfA",1,0,0,0,647,0,photo,https://pbs.twimg.com/media/GCMg-GqXYAAuYGd.jpg,f,f
177521,https://twitter.com/MedGlobalOrg/status/1739103737287750118,2023-12-25 02:00:16+00,MedGlobalOrg,"Gaza's urgent need for support is profound. Since 2018, MedGlobal's teams have been aiding local hospitals, addressing critical medical needs. We're committed to improving healthcare access in conflict-affected Gaza. Join us in making a difference:  https://t.co/M5Y912S3SR https://t.co/KMSCuxUwPN",5,3,1,0,666,0,photo,https://pbs.twimg.com/media/GCKJohJXYAA-bHW.jpg,f,f
177522,https://twitter.com/MedGlobalOrg/status/1738681020159873146,2023-12-23 22:00:32+00,MedGlobalOrg,"As Syria faces the world's largest displacement crisis, with 13.5M displaced, its healthcare infrastructure crumbles. With MedGlobal's aid, we strive to bring hope and essential healthcare care to those in need.   Join us in our mission and give today: https://t.co/LT52XpUIXx https://t.co/cvjaZWpCbM",1,2,0,0,860,0,photo,https://pbs.twimg.com/media/GCEJLKuX0AACoiW.jpg,f,f
177523,https://twitter.com/MedGlobalOrg/status/1738318684668518778,2023-12-22 22:00:45+00,MedGlobalOrg,"In the face of adversity, MedGlobal provides crucial healthcare to Rohingya refugees in Bangladesh and the local community. Your support can heal and sustain lives as we approach 2024. Give today: https://t.co/LT52XpUIXx   #HealthcareForRohingya #MedGlobalImpact https://t.co/nNlEhTgQ4q",1,1,0,0,401,0,photo,https://pbs.twimg.com/media/GB-_oatWcAAMplR.jpg,f,f
177524,https://twitter.com/MedGlobalOrg/status/1738273419664208075,2023-12-22 19:00:53+00,MedGlobalOrg,"Since Morocco's Sept. 8, 2023 earthquake, MedGlobal has partnered with Faseelah, Direct Relief and others to distribute food, provide medical supplies, build winter shelters, sponsor surgeries and brought in USD $1.4 million of medical supplies for ongoing recovery. https://t.co/CKnetb13eM",1,0,0,0,344,0,photo,https://pbs.twimg.com/media/GB-WdngW4AAWeg2.jpg,f,f
177525,https://twitter.com/MedGlobalOrg/status/1738198196470325582,2023-12-22 14:01:58+00,MedGlobalOrg,"👩‍⚕️✨ Our #EcuadorPrograms had an impactful October! From patient consultations to vital lab tests and essential imaging, we're making strides in healthcare every day. Thanks to our team's dedication and your support! #MedGlobal #CommunityCare #HealthImpact https://t.co/W2E2ItA1U7",0,0,0,0,254,0,photo,https://pbs.twimg.com/media/GB9SDHDW4AAILe-.jpg,f,f
177526,https://twitter.com/MedGlobalOrg/status/1737957423866913066,2023-12-21 22:05:14+00,MedGlobalOrg,Join MedGlobal's mission! Our teams across the globe work with local heroes to bring healthcare to those most in need. We've touched millions of lives with your help. Let's end 2023 with hope and gear up for an even more impactful 2024.   Give today: https://t.co/LT52XpUIXx https://t.co/whAWKqsrPf,1,0,0,0,267,0,photo,https://pbs.twimg.com/media/GB53ER2XsAA746Y.jpg,f,f
177527,https://twitter.com/MedGlobalOrg/status/1737533700298989838,2023-12-20 18:01:30+00,MedGlobalOrg,"On #InternationalHumanSolidarityDay, we salute the global unity that defines us. 🌍 MedGlobal's commitment shines, bringing critical healthcare to disaster and conflict-stricken regions.🤝  Support us to keep health within reach for everyone. #Solidarity #MedGlobal #HealthForAll https://t.co/ocfV1lZtP2",2,1,0,0,224,0,photo,https://pbs.twimg.com/media/GBz1sVvXQAAEyMz.jpg,f,f
177528,https://twitter.com/MedGlobalOrg/status/1737473374769606993,2023-12-20 14:01:47+00,MedGlobalOrg,"In October, MedGlobal's commitment shone brightly in Bangladesh, each number is a life touched, a health improved, a future brightened. Thanks to our supporters for making this possible! #MedGlobalCare #EveryNumberCounts #HealthForAll 🌏💙👶 https://t.co/YBlRCFj71n",0,1,0,0,192,0,photo,https://pbs.twimg.com/media/GBy-06sXAAEDxaN.jpg,f,f
