id,object,result_position,bookmarks_count,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,content,internal_unique_id,is_retweeted,is_quoted,likes,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,name,original_tweet_url,original_tweet_id,published_at,quote_count,retweet_count,reply_count,tweet_url,user_id,username,views_count,collected_at,input_url
"177519","result","1","0",,,,,,"MedGlobal has been working tirelessly to provide access to healthcare to Syrians; join our mission and make your year-end impact today.    Make a Life-Saving Year-End Difference: https://t.co/LT52XpUIXx https://t.co/E5JedhvmMU","1739662636252282901","f","f","3","https://pbs.twimg.com/media/GCSF8ufWAAA_YZf.jpg","photo","https://pbs.twimg.com/media/GCSF8ufWAAA_YZf.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-26 15:01:08+00","0","1","1","https://twitter.com/MedGlobalOrg/status/1739662636252282901","715587973719449600","MedGlobalOrg","805","2024-06-06 20:31:03.935892+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177520","result","2","0",,,,,,"🎄 Warmest wishes for the holiday season! Thank you, supporters, for your unwavering commitment. Let's fill these holidays with love, laughter, and a spirit of giving. Cheers to a bright New Year! 🌟 https://t.co/SCZYTYwEfA","1739270134651392240","f","f","1","https://pbs.twimg.com/media/GCMg-GqXYAAuYGd.jpg","photo","https://pbs.twimg.com/media/GCMg-GqXYAAuYGd.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-25 13:01:28+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1739270134651392240","715587973719449600","MedGlobalOrg","647","2024-06-06 20:31:04.336052+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177521","result","3","0",,,,,,"Gaza's urgent need for support is profound. Since 2018, MedGlobal's teams have been aiding local hospitals, addressing critical medical needs. We're committed to improving healthcare access in conflict-affected Gaza. Join us in making a difference:  https://t.co/M5Y912S3SR https://t.co/KMSCuxUwPN","1739103737287750118","f","f","5","https://pbs.twimg.com/media/GCKJohJXYAA-bHW.jpg","photo","https://pbs.twimg.com/media/GCKJohJXYAA-bHW.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-25 02:00:16+00","0","3","1","https://twitter.com/MedGlobalOrg/status/1739103737287750118","715587973719449600","MedGlobalOrg","666","2024-06-06 20:31:04.724432+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177522","result","4","0",,,,,,"As Syria faces the world's largest displacement crisis, with 13.5M displaced, its healthcare infrastructure crumbles. With MedGlobal's aid, we strive to bring hope and essential healthcare care to those in need.   Join us in our mission and give today: https://t.co/LT52XpUIXx https://t.co/cvjaZWpCbM","1738681020159873146","f","f","1","https://pbs.twimg.com/media/GCEJLKuX0AACoiW.jpg","photo","https://pbs.twimg.com/media/GCEJLKuX0AACoiW.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-23 22:00:32+00","0","2","0","https://twitter.com/MedGlobalOrg/status/1738681020159873146","715587973719449600","MedGlobalOrg","860","2024-06-06 20:31:05.102323+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177523","result","5","0",,,,,,"In the face of adversity, MedGlobal provides crucial healthcare to Rohingya refugees in Bangladesh and the local community. Your support can heal and sustain lives as we approach 2024. Give today: https://t.co/LT52XpUIXx   #HealthcareForRohingya #MedGlobalImpact https://t.co/nNlEhTgQ4q","1738318684668518778","f","f","1","https://pbs.twimg.com/media/GB-_oatWcAAMplR.jpg","photo","https://pbs.twimg.com/media/GB-_oatWcAAMplR.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-22 22:00:45+00","0","1","0","https://twitter.com/MedGlobalOrg/status/1738318684668518778","715587973719449600","MedGlobalOrg","401","2024-06-06 20:31:05.486067+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177524","result","6","0",,,,,,"Since Morocco's Sept. 8, 2023 earthquake, MedGlobal has partnered with Faseelah, Direct Relief and others to distribute food, provide medical supplies, build winter shelters, sponsor surgeries and brought in USD $1.4 million of medical supplies for ongoing recovery. https://t.co/CKnetb13eM","1738273419664208075","f","f","1","https://pbs.twimg.com/media/GB-WdngW4AAWeg2.jpg","photo","https://pbs.twimg.com/media/GB-WdngW4AAWeg2.jpg","https://pbs.twimg.com/media/GB-WdljX0AA5m0i.jpg","photo","https://pbs.twimg.com/media/GB-WdljX0AA5m0i.jpg","https://pbs.twimg.com/media/GB-WdnVWYAEE_89.jpg","photo","https://pbs.twimg.com/media/GB-WdnVWYAEE_89.jpg","https://pbs.twimg.com/media/GB-Wdo8WoAAjB99.jpg","photo","https://pbs.twimg.com/media/GB-Wdo8WoAAjB99.jpg","MedGlobal",,,"2023-12-22 19:00:53+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1738273419664208075","715587973719449600","MedGlobalOrg","344","2024-06-06 20:31:05.876925+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177525","result","7","0",,,,,,"👩‍⚕️✨ Our #EcuadorPrograms had an impactful October! From patient consultations to vital lab tests and essential imaging, we're making strides in healthcare every day. Thanks to our team's dedication and your support! #MedGlobal #CommunityCare #HealthImpact https://t.co/W2E2ItA1U7","1738198196470325582","f","f","0","https://pbs.twimg.com/media/GB9SDHDW4AAILe-.jpg","photo","https://pbs.twimg.com/media/GB9SDHDW4AAILe-.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-22 14:01:58+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1738198196470325582","715587973719449600","MedGlobalOrg","254","2024-06-06 20:31:06.280082+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177526","result","8","0",,,,,,"Join MedGlobal's mission! Our teams across the globe work with local heroes to bring healthcare to those most in need. We've touched millions of lives with your help. Let's end 2023 with hope and gear up for an even more impactful 2024.   Give today: https://t.co/LT52XpUIXx https://t.co/whAWKqsrPf","1737957423866913066","f","f","1","https://pbs.twimg.com/media/GB53ER2XsAA746Y.jpg","photo","https://pbs.twimg.com/media/GB53ER2XsAA746Y.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-21 22:05:14+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1737957423866913066","715587973719449600","MedGlobalOrg","267","2024-06-06 20:31:06.676117+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177527","result","9","0",,,,,,"On #InternationalHumanSolidarityDay, we salute the global unity that defines us. 🌍 MedGlobal's commitment shines, bringing critical healthcare to disaster and conflict-stricken regions.🤝  Support us to keep health within reach for everyone. #Solidarity #MedGlobal #HealthForAll https://t.co/ocfV1lZtP2","1737533700298989838","f","f","2","https://pbs.twimg.com/media/GBz1sVvXQAAEyMz.jpg","photo","https://pbs.twimg.com/media/GBz1sVvXQAAEyMz.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-20 18:01:30+00","0","1","0","https://twitter.com/MedGlobalOrg/status/1737533700298989838","715587973719449600","MedGlobalOrg","224","2024-06-06 20:31:07.082847+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177528","result","10","0",,,,,,"In October, MedGlobal's commitment shone brightly in Bangladesh, each number is a life touched, a health improved, a future brightened. Thanks to our supporters for making this possible! #MedGlobalCare #EveryNumberCounts #HealthForAll 🌏💙👶 https://t.co/YBlRCFj71n","1737473374769606993","f","f","0","https://pbs.twimg.com/media/GBy-06sXAAEDxaN.jpg","photo","https://pbs.twimg.com/media/GBy-06sXAAEDxaN.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-20 14:01:47+00","0","1","0","https://twitter.com/MedGlobalOrg/status/1737473374769606993","715587973719449600","MedGlobalOrg","192","2024-06-06 20:31:07.471294+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177529","result","11","0",,,,,,"“The children cry from hunger and thirst. We are dying slowly.” MedGlobal’s Dr. Hussam Abu Safyia from the Kamal Adwan Hospital in Gazas. @nytimes https://t.co/tATfZdUNdG","1737110983238377691","f","f","1",,,,,,,,,,,,,"MedGlobal",,,"2023-12-19 14:01:47+00","0","2","1","https://twitter.com/MedGlobalOrg/status/1737110983238377691","715587973719449600","MedGlobalOrg","181","2024-06-06 20:31:07.855229+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177530","result","12","0",,,,,,"We stand in solidarity with the millions on their journey to safety, dignity, and a better life. 🌍✨  Let's recognize the courage and resilience of all migrants and reflect on our collective responsibility to ensure their rights and well-being are respected. https://t.co/Zjt3gDxdfy","1736808901918568955","f","f","4","https://pbs.twimg.com/media/GBpifiIW0AA0_YB.jpg","photo","https://pbs.twimg.com/media/GBpifiIW0AA0_YB.jpg",,,,,,,,,,"MedGlobal",,,"2023-12-18 18:01:25+00","0","3","0","https://twitter.com/MedGlobalOrg/status/1736808901918568955","715587973719449600","MedGlobalOrg","282","2024-06-06 20:31:08.258987+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177531","result","13","0",,,,,,"🇺🇦 In Berislav, doctors work under extreme conditions in a basement hospital post-rocket attacks. #MedGlobal has donated a vital portable ultrasound, aiding in precise care and diagnosis. 🩺💪  Saluting these heroes' resilience! 🙌 #HealthcareHeroes #ResilienceInAdversity https://t.co/UiwUa8UYhX","1736778767450698021","f","f","0","https://pbs.twimg.com/media/GBpHFd1WEAAgLSQ.jpg","photo","https://pbs.twimg.com/media/GBpHFd1WEAAgLSQ.jpg","https://pbs.twimg.com/media/GBpHFegW4AAXxy3.jpg","photo","https://pbs.twimg.com/media/GBpHFegW4AAXxy3.jpg",,,,,,,"MedGlobal",,,"2023-12-18 16:01:40+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1736778767450698021","715587973719449600","MedGlobalOrg","192","2024-06-06 20:31:08.635095+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177532","result","14","0",,,,,,"“Almost one out of every 150 Palestinian children in Gaza have been killed in just two months. That is the equivalent of half a million American children.” MedGlobal’s @Zaher Sahloul on the tremendous suffering of Gaza’s children in @nytimes. https://t.co/NP46no1idj","1736748605363327343","f","f","0",,,,,,,,,,,,,"MedGlobal",,,"2023-12-18 14:01:49+00","0","0","1","https://twitter.com/MedGlobalOrg/status/1736748605363327343","715587973719449600","MedGlobalOrg","129","2024-06-06 20:31:09.037444+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
"177533","result","15","0",,,,,,"🌟 In Rahaf, Gaza, #MedGlobal is actively distributing vital food baskets to displaced families. Big thanks to our team, supporters, and partners for making this possible. 🤝  Join us in making a difference. Donate here: https://t.co/M5Y912S3SR https://t.co/umaWGMn5sU","1736500029370544335","f","f","5","https://pbs.twimg.com/media/GBlJku-X0AAzbdo.jpg","photo","https://pbs.twimg.com/media/GBlJku-X0AAzbdo.jpg","https://pbs.twimg.com/media/GBlJku6WYAA3re6.jpg","photo","https://pbs.twimg.com/media/GBlJku6WYAA3re6.jpg","https://pbs.twimg.com/media/GBlJku6XQAEkpY2.jpg","photo","https://pbs.twimg.com/media/GBlJku6XQAEkpY2.jpg","https://pbs.twimg.com/media/GBlJku-XcAARqQU.jpg","photo","https://pbs.twimg.com/media/GBlJku-XcAARqQU.jpg","MedGlobal",,,"2023-12-17 21:34:04+00","0","0","0","https://twitter.com/MedGlobalOrg/status/1736500029370544335","715587973719449600","MedGlobalOrg","270","2024-06-06 20:31:09.433119+00","https://twitter.com/search?q=(from%3AMedGlobalOrg)%20until%3A2023-12-31%20since%3A2023-01-01&src=typed_query&f=live"
