date,url,media_url,media_type,likes,comments,caption
2023-12-04 17:06:18,https://www.instagram.com/p/C0cFoDioSHK/,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/407330006_1410998029799523_5299803672149112674_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=QNw3AcNwaOAQ7kNvgECIymu&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYCFsu8ZVzVSSbRuV7Ll-KOxX42fER64tvvdNL2emUaCoA&oe=665EC609&_nc_sid=8b3546,Video,2603,96,"Depuis le 7 octobre, selon les autorités sanitaires locales, plus de 15 000 personnes ont été tuées dans la bande de Gaza, dont plus de 6000 enfants. Soit 1 habitant sur 200. Et des dizaines de milliers de personnes ont été blessées. Après les 6 jours de trêve qui n’ont pas permis de fournir des soins et l’assistance dont la population a besoin en urgence, nous sommes atterrés de constater que le carnage a repris de plus belle. #CessezLeFeu  immédiat 

#CeaseFireNow #muststopnow"
2023-12-04 16:02:17,https://www.instagram.com/p/C0b-TwCJvKe/,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/407899267_1083573922821943_31335716982762281_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=yfzojGMH1ZYQ7kNvgEK4uuN&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYBMczvJ_4SfiLzLKqbSwhdWcEnEmghKYaaDcucrLYL3vA&oe=665EC7A5&_nc_sid=8b3546,Video,7147,288,"A #Gaza, les attaques indiscriminées et continues doivent cesser maintenant.
Les déplacements forcés doivent cesser maintenant.
Les attaques contre les hôpitaux et le personnel médical doivent cesser maintenant.
Le siège de Gaza doit cesser maintenant.

 #CessezLeFeu #CeaseFireNow #muststopnow"
2023-12-04 15:48:29,https://www.instagram.com/p/C0b8xL7I3jp/,https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/407451007_751414487024190_3907591774951623828_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=Rxc2Ti-ZTqQQ7kNvgEjg5y2&edm=AOQ1c0wAAAAA&ccb=7-5&ig_cache_key=MzI1MDQ1ODgxODkyNjMxMTY1Nw%3D%3D.2-ccb7-5&oh=00_AYAkIArN-PLGtjQA7uEOGbtEUXvdqR77LHKwv-xLvx27zw&oe=6662878E&_nc_sid=8b3546,Image,3629,29,"Un cessez-le-feu durable est le seul moyen d'arrêter le massacre de milliers de civils supplémentaires et de permettre l'acheminement ininterrompu de l'assistance humanitaire. MSF demande la mise en place d'observateurs indépendants pour vérifier et faciliter l’accès adéquat aux biens et aux services essentiels à #Gaza. Nous demandons également la mise en place de possibilités d'évacuation médicale sécurisées et stables vers des pays tiers, comme l’Egypte, pour des milliers de personnes souffrant de blessures graves.

#cessezlefeu #muststopnow"
2023-12-29 09:31:27,https://www.instagram.com/p/C1bpeNLrTeh/,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/413232226_1565984277538840_1776348346406483487_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=DZixl7U1Gn0Q7kNvgGEgbvK&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBH3cehtefrBp4dd-c2eNeYeR1Ox5i-flqyUCDys_9JNA&oe=665EB926&_nc_sid=bc0c2c,Video,524,26,"Gaza : à la clinique Al-Shaboura à Rafah, l'équipe médicale de MSF constate une forte détérioration de l'état de santé de la population. Un patient sur deux souffre d'une infection des voies respiratoires due à une exposition prolongée au froid et à la pluie"
2023-12-28 17:35:02,https://www.instagram.com/p/C1Z8CtqOJHG/,https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/415271780_766715112160794_2689763792059828065_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=1ieG1PSl1TkQ7kNvgGKMu3I&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYDPNeAd9bfUhrXf51vh0BfoSWSoqqbrROMHrCzs10oF4g&oe=666288DE&_nc_sid=bc0c2c,Image,1003,26,"Les équipes MSF à #Gaza renforcent leur soutien à l'hôpital indonésien du quartier Tal As-Sultan de Rafah, pour répondre aux besoins massifs de prise en charge des blessés de guerre dans le sud. Des soins postopératoires sont prodigués aux patients grièvement blessés, dont beaucoup ont été référés par d'autres établissements tels que l'hôpital Nasser et l'hôpital européen de Gaza. « 18 patients sont actuellement hospitalisés, et la capacité d’hospitalisation est en train d’augmenter. 598 consultations ont également été assurées depuis le 17 décembre », précise Jacob Burns, coordinateur de projet MSF."
2023-12-28 16:14:29,https://www.instagram.com/p/C1ZyztQOaAl/,https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/412785149_749617023676456_1071912842702479486_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=uzBH4lV4i8gQ7kNvgFUFbpc&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCLfxmUFORzaWdLjH8dK9_PLj7qqk41iucRuJwkEpm0GQ&oe=665EB758&_nc_sid=bc0c2c,Video,719,27,"Gaza : à Rafah, les équipes #MSF ont contribué à l'ouverture de 3 points de distribution d'eau, ce qui permet de fournir de l'eau potable à plus de 10 000 personnes. Mais cela reste malgré tout en deçà des besoins réels des déplacés qui manquent de tout."
2023-12-28 11:12:16,https://www.instagram.com/p/C1ZQNBvuzaX/,https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/413338741_1624210127986279_976989315220683203_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=iW-oUcfaYJUQ7kNvgEC-4D1&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBgnQD44XbJ1ru080lpgjcvNU8nQt36Avx4yc2ETBIarw&oe=665EBBC6&_nc_sid=bc0c2c,Video,516,21,"Depuis le 9 décembre, une équipe #MSF a rouvert la clinique Al-Shaboura à Rafah. Dans cette localité à la pointe sud de la bande de #Gaza, les conditions de vie sont devenues épouvantables et l'état de santé général de la population ne cesse de se dégrader."
2023-12-26 18:23:05,https://www.instagram.com/p/C1U31ymK6cr/,https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/412621216_3670387743234704_5291474441494061436_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Yqdum9o4uc0Q7kNvgGdE_gX&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCZYz4b8KSGEvzfFAFBqliqJDuw41_O4AAi8sMtjFzJPw&oe=665EA655&_nc_sid=bc0c2c,Video,610,8,"L'histoire d'Abdulbari est celle de nombreux enfants syriens victimes de la guerre. Aujourd’hui, il a 20 ans et il est l’un des patients les plus âgés de l’hôpital MSF d'Atmeh, le seul établissement qui prend en charge les victimes des brûlures dans le nord-ouest de la Syrie, qui compte plus de 4,5 millions de personnes. > Lien en bio"
2023-12-26 14:58:40,https://www.instagram.com/p/C1UggHFK0ZQ/,https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/414175820_6977775822299456_5369054488525256950_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=6U4_LHKcG3cQ7kNvgGL47HI&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDc-D0vg3YHz7hVnWKb_rD47kuOt0UTaiqWlm3wN6YvOQ&oe=665E9593&_nc_sid=bc0c2c,Video,3360,194,"Ceci est le dessin fait par un patient de 13 ans à #Gaza : « C'est une réalité tout simplement inimaginable pour un enfant de cet âge » confie Audrey Mc Mahon, psychiatre #MSF.
.
.#CeasefireNOW #CessezLeFeuMAINTENANT #muststopnow"
2023-12-25 17:47:52,https://www.instagram.com/p/C1SPIF_uQAO/,https://scontent-cdg4-3.cdninstagram.com/v/t39.30808-6/411969860_764874499011522_1368051566028235656_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=E4XTasGSQfMQ7kNvgHvl8sW&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYB1K_q_kMwLJJDpzlb3rZnWkGD1hQbGqCN1z8t57KoPXA&oe=6662B6EF&_nc_sid=bc0c2c,Image,2981,135,"Après les bombardements d'hier sur les camps de réfugiés d'Al-Maghazi et de Bureij, l'hôpital Al-Aqsa rapporte avoir admis 209 blessés et reçu 131 morts. La moitié sont des femmes et des enfants. Le personnel médical de MSF est en train de prodiguer des soins aux blessés. 
Une fois de plus, personne n'est en sécurité nulle part à Gaza. Il faut un cessez-le feu durable et immédiat maintenant pour que des vies soient sauvées et permettre qu'une aide humanitaire massive à la hauteur des besoins soit acheminée sans entrave."
